,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
311,1,management,married,tertiary,no,1,no,no,cellular,0,aug,0,1,1,1,failure,no
312,1,management,married,tertiary,no,1,no,no,cellular,0,aug,0,1,1,1,failure,no
313,1,management,married,tertiary,no,0,yes,no,cellular,0,aug,1,1,1,1,failure,yes
314,0,management,married,tertiary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
315,1,management,single,tertiary,no,1,no,no,cellular,1,nov,0,1,1,1,failure,no
316,0,blue-collar,divorced,secondary,no,0,no,no,cellular,0,jun,0,0,1,1,failure,yes
317,0,services,single,secondary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
318,0,management,single,tertiary,no,1,no,no,cellular,1,aug,0,1,1,1,failure,no
319,0,management,married,tertiary,no,1,yes,no,cellular,0,may,1,0,1,1,failure,no
320,1,admin.,married,secondary,no,1,no,yes,cellular,1,nov,1,1,1,1,other,no
321,1,blue-collar,married,secondary,no,1,yes,yes,telephone,1,jul,0,1,1,1,failure,no
322,1,admin.,married,secondary,no,1,yes,yes,cellular,1,jul,0,1,1,1,failure,no
323,1,blue-collar,divorced,primary,no,0,yes,yes,cellular,0,may,0,1,1,1,failure,no
324,0,management,married,tertiary,no,1,yes,no,cellular,0,may,1,0,1,1,failure,yes
325,1,management,married,secondary,no,1,yes,no,cellular,0,feb,1,0,1,1,failure,no
326,1,management,married,secondary,no,0,no,no,cellular,0,mar,0,1,1,1,failure,no
327,0,admin.,single,secondary,no,0,no,no,cellular,1,sep,1,0,1,1,failure,no
328,0,blue-collar,married,primary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
329,0,technician,single,secondary,no,1,no,no,cellular,1,jul,1,1,1,1,failure,no
330,1,services,divorced,primary,no,1,no,no,cellular,0,jun,0,0,1,1,failure,no
331,1,self-employed,married,tertiary,no,1,yes,no,cellular,1,may,1,0,1,1,failure,no
332,0,technician,single,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
333,0,technician,married,secondary,no,0,yes,yes,cellular,0,feb,1,1,1,1,failure,no
334,1,technician,married,tertiary,no,1,no,no,cellular,0,jul,0,1,1,1,failure,no
335,0,admin.,divorced,secondary,no,0,yes,no,cellular,0,jun,0,1,1,1,failure,no
336,0,blue-collar,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,1,failure,no
337,1,management,married,tertiary,no,1,no,no,cellular,0,may,0,1,1,1,success,yes
338,0,technician,single,secondary,no,0,no,yes,cellular,0,aug,1,0,1,1,failure,no
339,0,blue-collar,divorced,secondary,no,0,yes,yes,cellular,0,may,0,1,1,1,failure,no
340,1,technician,divorced,secondary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,no
341,1,blue-collar,married,primary,no,1,yes,yes,cellular,0,may,1,1,1,1,other,no
342,0,management,married,tertiary,no,1,yes,no,cellular,1,nov,0,0,1,1,failure,no
343,0,unemployed,single,tertiary,no,1,no,no,cellular,0,feb,1,0,1,1,failure,yes
344,1,management,married,tertiary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,no
345,1,technician,divorced,secondary,no,1,yes,no,cellular,1,may,0,0,1,1,failure,no
346,0,services,married,secondary,no,1,no,no,cellular,1,mar,0,0,1,1,failure,yes
347,0,admin.,married,secondary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,no
348,0,technician,married,secondary,no,1,yes,no,telephone,1,may,0,1,1,1,failure,no
349,1,admin.,divorced,secondary,no,1,yes,no,cellular,1,may,0,0,1,1,failure,no
350,1,technician,married,secondary,no,0,no,no,cellular,1,aug,0,1,1,1,failure,no
351,1,blue-collar,married,primary,no,0,no,no,cellular,0,aug,0,1,1,1,failure,no
352,0,student,single,secondary,no,0,no,no,cellular,1,nov,1,0,1,1,failure,no
353,1,services,divorced,primary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
354,1,admin.,married,secondary,no,0,no,no,cellular,0,may,0,1,1,1,failure,no
355,1,unemployed,divorced,secondary,no,0,no,no,cellular,1,jul,1,1,1,1,failure,no
356,1,management,married,primary,no,1,yes,no,cellular,1,jun,0,1,1,1,failure,no
357,0,blue-collar,married,secondary,no,0,yes,no,cellular,0,jun,0,1,1,1,failure,no
358,1,management,married,tertiary,no,0,no,no,cellular,0,feb,0,0,1,1,failure,yes
359,1,management,divorced,primary,no,1,yes,no,cellular,0,feb,0,1,1,1,other,no
360,0,management,married,tertiary,no,0,yes,no,cellular,0,apr,0,0,1,1,other,no
361,1,management,married,secondary,no,1,no,no,cellular,0,aug,0,0,1,1,failure,no
362,1,technician,married,secondary,no,0,no,no,cellular,1,aug,0,0,1,1,failure,no
363,1,services,married,secondary,no,1,yes,no,cellular,1,may,0,1,1,1,failure,no
364,0,entrepreneur,married,tertiary,no,0,no,no,cellular,0,jul,0,1,1,1,failure,no
365,1,admin.,married,secondary,no,1,no,no,cellular,0,aug,0,0,1,1,failure,no
366,1,retired,divorced,secondary,yes,0,no,yes,cellular,0,feb,0,0,1,1,failure,no
367,0,management,married,secondary,no,0,no,yes,cellular,1,may,1,1,1,1,failure,no
368,0,services,married,secondary,no,1,no,no,cellular,1,jul,0,1,1,1,failure,no
369,1,management,divorced,tertiary,no,1,yes,no,cellular,0,jun,1,1,1,1,failure,no
370,1,housemaid,married,secondary,no,0,yes,no,cellular,1,jul,1,0,1,1,failure,no
371,0,management,single,tertiary,no,0,no,yes,cellular,0,aug,0,1,1,1,failure,no
372,0,technician,divorced,tertiary,no,0,yes,yes,cellular,1,aug,1,1,1,1,failure,no
373,0,services,divorced,secondary,no,0,yes,no,cellular,0,feb,1,1,1,1,other,no
374,0,management,single,tertiary,no,1,yes,no,cellular,0,may,1,0,1,1,failure,no
375,1,technician,married,secondary,no,1,no,yes,cellular,1,jun,1,1,1,1,failure,no
376,0,blue-collar,married,secondary,no,1,yes,yes,cellular,1,nov,0,0,1,1,failure,no
377,0,blue-collar,single,secondary,no,1,yes,yes,cellular,1,may,1,1,1,1,failure,no
378,0,admin.,single,secondary,no,1,yes,no,cellular,1,nov,1,0,1,1,failure,no
379,0,admin.,divorced,secondary,no,0,yes,no,cellular,0,jun,1,1,1,1,failure,yes
380,1,management,single,tertiary,no,1,yes,no,cellular,0,aug,1,1,1,1,failure,yes
381,0,technician,single,secondary,no,0,yes,no,cellular,1,may,1,1,1,1,failure,no
382,0,blue-collar,married,secondary,no,0,yes,no,cellular,1,may,0,0,1,1,failure,no
383,0,services,married,secondary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
384,1,management,divorced,tertiary,no,0,no,no,cellular,0,feb,1,1,1,1,failure,no
385,1,housemaid,married,primary,no,1,no,no,cellular,0,apr,0,0,1,1,failure,no
386,1,blue-collar,married,secondary,no,1,yes,no,cellular,0,apr,1,1,1,1,failure,no
387,1,admin.,divorced,secondary,no,1,no,no,cellular,1,apr,1,0,1,1,failure,yes
388,1,blue-collar,married,tertiary,no,1,yes,no,cellular,1,may,1,0,1,1,failure,no
389,1,management,single,tertiary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
390,0,technician,single,secondary,no,1,yes,no,cellular,0,apr,0,1,1,1,other,no
391,1,technician,single,secondary,no,0,yes,no,cellular,1,aug,0,1,1,1,failure,no
392,0,admin.,single,secondary,no,0,no,yes,cellular,0,jul,1,1,1,1,failure,no
393,0,technician,single,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
394,0,services,single,secondary,no,1,yes,no,cellular,1,nov,1,1,1,1,failure,no
395,1,services,divorced,secondary,no,1,yes,no,cellular,1,jun,0,1,1,1,failure,no
396,1,management,married,tertiary,no,1,yes,yes,cellular,0,may,1,0,1,1,failure,no
397,0,admin.,single,secondary,no,0,no,no,cellular,0,may,0,1,1,1,failure,no
398,0,student,single,secondary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
399,0,management,single,tertiary,no,1,no,no,cellular,1,oct,1,1,1,1,failure,no
400,1,retired,married,primary,no,1,no,no,telephone,0,apr,1,1,1,1,failure,yes
401,1,admin.,married,secondary,no,0,no,no,cellular,0,oct,1,1,1,1,success,yes
402,1,management,divorced,tertiary,no,1,no,yes,cellular,0,jun,0,0,1,1,failure,no
403,1,retired,married,primary,no,1,no,no,cellular,0,jan,1,1,1,1,failure,no
404,0,admin.,married,tertiary,no,0,yes,no,cellular,0,aug,0,1,1,1,failure,no
405,1,admin.,divorced,secondary,no,1,no,no,cellular,0,jun,0,1,1,1,failure,no
406,0,blue-collar,single,secondary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
407,0,admin.,married,secondary,no,0,yes,yes,cellular,1,may,0,0,1,1,failure,no
408,1,admin.,married,secondary,no,0,yes,no,cellular,0,aug,1,1,1,1,failure,no
409,0,blue-collar,divorced,primary,no,0,yes,no,cellular,0,feb,0,1,1,1,failure,no
410,0,management,single,tertiary,no,1,yes,no,cellular,1,may,1,0,1,1,failure,no
411,1,blue-collar,married,primary,no,1,no,no,cellular,0,may,1,1,1,1,failure,no
412,1,technician,married,secondary,no,0,yes,yes,cellular,0,may,1,1,1,1,failure,no
413,1,retired,married,primary,no,1,no,yes,cellular,0,may,0,1,1,1,failure,no
414,0,student,married,secondary,no,1,yes,no,telephone,0,nov,1,1,1,1,other,no
415,0,technician,married,tertiary,yes,0,yes,no,cellular,0,may,0,1,1,1,failure,no
416,1,technician,married,primary,no,0,yes,no,cellular,0,jul,1,1,1,1,failure,no
417,1,blue-collar,married,primary,no,1,yes,no,cellular,1,nov,1,1,1,1,failure,no
418,1,services,divorced,tertiary,no,1,yes,no,cellular,0,jul,1,0,1,1,failure,yes
419,1,services,divorced,primary,no,1,yes,no,cellular,1,jan,0,0,1,1,failure,no
420,0,management,married,tertiary,no,1,no,no,cellular,1,aug,1,1,1,1,failure,yes
421,0,services,single,secondary,no,0,no,no,cellular,1,jan,0,0,1,1,failure,no
422,0,admin.,married,secondary,no,0,yes,yes,cellular,0,jul,1,1,1,1,failure,no
423,1,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
424,0,services,single,tertiary,no,0,yes,no,cellular,1,jul,0,0,1,1,failure,no
425,1,management,married,tertiary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,no
426,1,housemaid,married,primary,no,0,no,no,cellular,1,jul,0,1,1,1,failure,no
427,1,unemployed,single,secondary,no,1,yes,no,cellular,1,may,1,0,1,1,failure,no
428,1,blue-collar,married,secondary,no,0,no,no,cellular,0,aug,1,1,1,1,failure,no
429,1,management,married,tertiary,no,1,yes,no,cellular,0,apr,1,0,1,1,failure,no
430,1,housemaid,married,primary,no,1,yes,no,cellular,1,may,0,1,1,1,failure,no
431,0,student,single,secondary,no,0,no,no,cellular,1,oct,1,0,1,1,success,no
432,0,student,single,secondary,no,0,no,no,cellular,1,may,0,1,1,1,failure,no
433,0,technician,married,secondary,no,1,no,no,cellular,0,feb,0,1,1,1,failure,no
434,0,entrepreneur,single,secondary,no,1,yes,no,cellular,0,may,1,0,1,1,failure,yes
435,0,technician,single,tertiary,no,1,yes,no,cellular,1,may,1,0,1,1,failure,no
436,0,self-employed,single,tertiary,no,1,no,no,cellular,1,mar,1,0,1,1,failure,yes
437,0,management,single,tertiary,no,1,yes,no,cellular,1,jun,1,1,1,1,failure,no
438,0,management,married,tertiary,no,0,yes,yes,cellular,1,jul,0,1,1,1,failure,no
439,1,technician,married,tertiary,no,1,yes,no,cellular,0,aug,1,1,1,1,failure,no
440,0,self-employed,single,primary,no,0,no,no,cellular,0,feb,1,1,1,1,failure,no
441,1,management,married,primary,no,0,yes,no,telephone,0,may,0,1,1,1,failure,no
442,1,admin.,married,secondary,no,0,no,yes,cellular,1,jul,0,1,1,1,failure,no
443,1,technician,married,secondary,no,1,no,no,cellular,0,aug,0,1,1,1,failure,no
444,1,self-employed,married,secondary,no,1,no,no,cellular,1,jul,1,1,1,1,failure,no
445,0,management,single,tertiary,no,0,no,no,cellular,1,nov,1,0,1,1,success,no
446,1,housemaid,divorced,primary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
447,1,retired,married,secondary,no,0,no,no,cellular,0,oct,1,0,1,1,failure,no
448,1,services,married,secondary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
449,0,student,single,secondary,no,1,no,no,cellular,0,dec,1,1,1,1,other,no
450,1,management,divorced,tertiary,no,1,no,no,cellular,1,jun,0,1,1,1,failure,no
451,1,blue-collar,married,primary,no,0,no,no,cellular,0,may,1,1,1,1,other,no
452,0,services,married,secondary,no,1,yes,no,cellular,1,mar,1,0,1,1,failure,no
453,1,admin.,married,tertiary,no,0,yes,no,cellular,1,aug,1,1,1,1,failure,no
454,1,technician,married,secondary,no,0,yes,no,cellular,1,jun,0,0,1,1,failure,no
455,1,housemaid,married,primary,no,0,yes,no,cellular,0,feb,0,1,1,1,failure,no
456,0,management,single,tertiary,no,1,yes,yes,cellular,0,jul,1,0,1,1,failure,no
457,0,blue-collar,married,primary,no,0,no,yes,telephone,1,jul,1,1,1,1,failure,no
458,0,admin.,single,tertiary,no,0,no,no,cellular,1,jan,0,0,1,1,failure,no
459,1,management,married,tertiary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,no
460,1,blue-collar,married,primary,no,0,no,no,cellular,0,feb,0,1,1,1,failure,no
461,1,blue-collar,married,secondary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
462,0,blue-collar,married,secondary,no,0,yes,no,cellular,1,jun,1,1,1,1,failure,yes
463,0,services,married,secondary,no,0,yes,no,cellular,1,may,0,0,1,1,failure,no
464,1,management,married,tertiary,no,0,no,no,cellular,1,nov,0,1,1,1,failure,no
465,1,blue-collar,married,primary,no,1,no,yes,telephone,1,aug,1,1,1,1,failure,no
466,1,blue-collar,divorced,primary,no,0,no,yes,cellular,1,jul,0,1,1,1,failure,no
467,0,management,married,tertiary,no,0,no,no,cellular,1,jul,0,1,1,1,failure,no
468,1,self-employed,single,tertiary,no,1,no,no,telephone,1,jan,1,0,1,1,success,no
469,1,blue-collar,married,primary,no,0,no,yes,cellular,1,jul,1,1,1,1,failure,no
470,0,blue-collar,single,secondary,no,1,no,no,cellular,0,nov,0,0,1,1,success,yes
471,0,management,single,secondary,no,1,yes,no,cellular,0,may,1,0,1,1,other,yes
472,0,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
473,0,technician,single,tertiary,no,1,yes,no,cellular,0,may,0,0,1,1,failure,no
474,1,management,married,secondary,no,1,yes,no,cellular,0,may,0,0,1,1,failure,no
475,1,unemployed,divorced,secondary,no,1,no,no,cellular,1,feb,1,0,1,1,failure,no
476,1,technician,single,secondary,no,1,yes,no,cellular,1,jun,0,1,1,1,failure,no
477,1,management,married,tertiary,no,1,no,no,cellular,0,jun,0,0,1,1,failure,no
478,0,unemployed,single,secondary,no,1,no,no,telephone,1,apr,0,0,1,1,failure,no
479,1,technician,divorced,secondary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,no
480,1,blue-collar,married,primary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
481,1,retired,married,tertiary,no,1,no,no,cellular,0,jul,0,0,1,1,failure,no
482,0,blue-collar,married,primary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
483,1,management,married,tertiary,no,0,no,no,cellular,1,jul,0,1,1,1,failure,no
484,1,retired,married,secondary,no,0,no,no,cellular,1,jun,1,0,1,1,failure,yes
485,0,student,single,secondary,no,0,no,no,cellular,1,may,0,1,1,1,failure,no
486,0,blue-collar,married,secondary,no,1,yes,yes,cellular,1,jul,0,1,1,1,failure,no
487,1,blue-collar,married,primary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
488,1,management,single,tertiary,no,0,no,no,cellular,1,jun,1,1,1,1,failure,no
489,0,services,married,secondary,no,1,yes,no,cellular,1,may,0,0,1,1,failure,no
490,1,blue-collar,married,secondary,no,1,yes,no,cellular,0,apr,1,1,1,1,failure,no
491,0,unemployed,divorced,tertiary,no,1,yes,no,cellular,1,nov,1,1,1,1,failure,no
492,0,management,married,tertiary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,no
493,1,entrepreneur,married,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
494,1,self-employed,married,secondary,no,1,no,no,cellular,1,aug,0,1,1,1,failure,no
495,1,admin.,divorced,secondary,no,1,no,no,telephone,0,feb,0,1,1,1,failure,no
496,1,admin.,married,secondary,no,1,yes,no,cellular,0,feb,0,0,1,1,failure,no
497,0,technician,single,tertiary,no,0,no,no,cellular,0,aug,0,1,1,1,failure,no
498,0,admin.,married,secondary,no,1,yes,no,cellular,1,apr,1,0,1,1,failure,no
499,0,admin.,divorced,secondary,no,0,yes,no,cellular,0,jan,0,0,1,1,failure,no
500,1,unemployed,married,secondary,no,1,no,no,cellular,0,feb,1,1,1,1,failure,no
501,0,unemployed,married,primary,no,1,no,yes,cellular,0,feb,1,1,1,1,failure,no
502,0,blue-collar,married,secondary,no,1,yes,no,cellular,1,jul,1,1,1,1,failure,no
503,0,admin.,married,secondary,no,1,no,no,cellular,0,jun,0,0,1,1,failure,no
504,1,management,single,secondary,no,1,yes,no,cellular,0,may,0,1,1,1,failure,no
505,1,management,married,tertiary,no,1,no,no,cellular,1,jan,0,1,1,1,failure,no
506,0,technician,single,secondary,no,1,yes,no,cellular,0,jun,1,0,1,1,failure,no
507,1,retired,married,secondary,no,0,yes,no,cellular,0,jun,0,0,1,1,failure,no
508,0,entrepreneur,married,secondary,no,0,yes,no,cellular,1,nov,0,0,1,1,failure,no
509,1,self-employed,married,tertiary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,no
510,0,blue-collar,married,secondary,no,0,yes,no,cellular,1,jun,0,1,1,1,failure,no
511,0,technician,married,secondary,no,1,yes,yes,cellular,0,jul,1,1,1,1,failure,no
512,1,blue-collar,single,primary,no,1,yes,no,cellular,0,may,1,0,1,1,failure,no
513,1,entrepreneur,married,tertiary,no,1,yes,no,cellular,1,nov,0,1,1,1,failure,no
514,1,management,divorced,tertiary,no,1,no,no,cellular,1,nov,1,0,1,1,failure,no
515,0,unemployed,divorced,tertiary,no,1,yes,no,cellular,1,apr,0,0,1,1,failure,no
516,1,management,married,tertiary,no,1,yes,no,cellular,1,nov,1,1,1,1,failure,no
517,1,retired,married,secondary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
518,0,unemployed,single,tertiary,no,0,no,no,cellular,0,feb,1,1,1,1,failure,yes
519,1,admin.,single,secondary,no,1,yes,yes,cellular,1,apr,0,1,1,1,failure,no
520,1,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
521,1,housemaid,single,tertiary,no,0,no,no,cellular,0,jun,0,1,1,1,failure,no
522,1,management,divorced,tertiary,no,1,yes,no,cellular,1,aug,0,0,1,1,failure,no
523,1,management,single,tertiary,no,1,yes,no,cellular,1,jul,1,0,1,1,failure,no
524,1,technician,married,secondary,no,0,no,no,cellular,1,aug,0,1,1,1,failure,no
525,1,blue-collar,married,primary,no,1,yes,no,cellular,0,may,0,0,1,1,failure,no
526,0,technician,single,secondary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
527,1,admin.,married,secondary,no,0,no,no,cellular,1,aug,0,1,1,1,failure,no
528,1,technician,married,secondary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
529,1,entrepreneur,married,primary,no,1,no,no,telephone,0,jun,0,0,1,1,failure,no
530,1,entrepreneur,married,primary,no,0,yes,no,telephone,0,sep,1,1,1,1,failure,yes
531,1,services,married,secondary,no,1,yes,yes,cellular,0,may,0,0,1,1,failure,no
532,1,blue-collar,married,primary,no,1,no,no,cellular,0,feb,0,1,1,1,failure,no
533,1,housemaid,single,tertiary,no,1,no,no,telephone,0,oct,1,0,1,1,failure,no
534,1,admin.,married,secondary,no,0,yes,yes,cellular,1,jul,0,1,1,1,failure,no
535,0,services,married,primary,no,0,yes,no,telephone,1,nov,0,0,1,1,failure,no
536,0,technician,married,secondary,no,1,yes,no,cellular,0,feb,1,0,1,1,failure,no
537,0,management,divorced,tertiary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
538,1,retired,married,primary,no,1,no,yes,cellular,1,jan,0,1,1,1,failure,no
539,1,retired,married,primary,no,1,yes,no,cellular,0,may,0,1,1,1,failure,no
540,0,services,married,secondary,no,0,no,yes,cellular,1,nov,1,0,1,1,failure,no
541,0,admin.,single,secondary,no,1,no,no,cellular,1,aug,1,1,1,1,failure,no
542,1,management,single,tertiary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
543,1,blue-collar,married,secondary,no,1,no,no,telephone,1,jul,1,1,1,1,failure,no
544,1,technician,married,secondary,no,1,no,no,cellular,0,aug,1,0,1,1,failure,yes
545,1,retired,married,secondary,no,1,no,no,cellular,0,aug,0,0,1,1,failure,no
546,0,blue-collar,married,secondary,no,0,no,yes,cellular,1,jul,0,0,1,1,failure,no
547,1,self-employed,married,tertiary,no,0,no,no,cellular,1,aug,0,1,1,1,failure,no
548,0,admin.,single,secondary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
549,1,unemployed,married,secondary,no,1,no,no,cellular,0,apr,0,0,1,1,failure,no
550,0,services,married,secondary,no,1,yes,yes,telephone,1,apr,1,1,1,1,failure,no
551,0,management,single,tertiary,no,0,yes,no,cellular,1,nov,1,0,1,1,failure,no
552,0,management,married,tertiary,no,0,yes,no,cellular,1,jul,1,1,1,1,failure,no
553,0,management,married,tertiary,no,1,yes,no,cellular,1,may,0,1,1,1,failure,no
554,1,housemaid,married,primary,no,0,no,no,cellular,0,jun,1,1,1,1,failure,no
555,1,blue-collar,married,primary,no,0,no,no,cellular,1,aug,0,1,1,1,failure,no
556,0,management,single,tertiary,no,1,yes,yes,cellular,1,jun,0,1,1,1,failure,no
557,0,management,married,tertiary,yes,0,yes,no,cellular,0,may,0,1,1,1,other,no
558,1,blue-collar,married,primary,no,0,yes,no,cellular,1,jun,1,1,1,1,failure,no
559,1,retired,married,secondary,yes,0,no,yes,cellular,1,jul,0,0,1,1,failure,no
560,1,self-employed,divorced,tertiary,no,1,no,no,cellular,1,nov,0,0,1,1,failure,no
561,0,services,single,secondary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
562,0,blue-collar,single,secondary,no,1,yes,no,cellular,1,nov,0,1,1,1,failure,no
563,0,admin.,single,tertiary,no,1,yes,no,cellular,0,may,0,1,1,1,success,no
564,0,management,married,tertiary,no,1,yes,no,cellular,1,nov,0,0,1,1,failure,no
565,1,management,married,tertiary,no,1,yes,no,cellular,0,may,0,1,1,1,success,no
